,,,,,
0.330589243,0.067609609,0.064170863,0.004866793,0.499163998,0.033599494
,,,,,
,,,,,
0.282415155,0.062783799,0.052368999,0.010725396,0.560842121,0.03086453
,,,,,
0.292011378,0.064581435,0.060659525,0.013756194,0.539284302,0.029707167
0.30927021,0.069123602,0.059718388,0.00869436,0.515668055,0.037525385
0.344232594,0.076125124,0.068809566,0.008161829,0.470696713,0.031974174
,,,,,
0.328431624,0.069246957,0.07035175,0.007158687,0.487788611,0.037022371
0.297720977,0.073346752,0.072606442,0.010907081,0.503821316,0.041597433
0.313385037,0.07307093,0.071792069,0.006095506,0.497572497,0.038083961
0.256685729,0.068813559,0.08937023,0.012122106,0.523951803,0.049056574
0.234902666,0.07095497,0.091567971,0.016249911,0.537073889,0.049250592
0.189589377,0.063497985,0.080013618,0.01820983,0.605018446,0.043670744
0.205340626,0.068953196,0.087240435,0.022420906,0.570673202,0.045371636
0.171708781,0.06376583,0.088727922,0.022747637,0.604781212,0.048268617
0.238238459,0.067944047,0.089057989,0.012626997,0.544638798,0.04749371
0.20723775,0.067271673,0.08889238,0.017200193,0.56847128,0.050926724
0.202558454,0.06881448,0.098607475,0.016757217,0.562398297,0.050864077
0.240060195,0.072213199,0.095731803,0.013514261,0.528901469,0.049579073
0.228444727,0.070145469,0.097444467,0.013069467,0.538971015,0.051924856
0.548,0.041,0.012,0.002,0.392,0.005
0.543,0.031,0.009,0.002,0.41,0.005
0.54,0.042,0.014,0.002,0.396,0.007
0.452,0.049,0.025,0.002,0.462,0.009
0.426,0.053,0.028,0.003,0.479,0.011
0.432,0.046,0.025,0.003,0.484,0.011
0.419,0.055,0.033,0.003,0.479,0.011
0.384,0.059,0.047,0.004,0.494,0.013
0.388,0.056,0.043,0.003,0.494,0.015
0.359,0.068,0.062,0.004,0.48,0.026
0.365,0.058,0.051,0.003,0.498,0.024
0.342,0.066,0.059,0.006,0.499,0.029
0.369,0.062,0.055,0.006,0.482,0.027
0.34,0.063,0.059,0.007,0.506,0.026
0.345,0.067,0.063,0.006,0.49,0.031
0.344,0.071,0.069,0.004,0.481,0.032
0.34,0.062,0.061,0.005,0.503,0.029
0.224,0.06,0.066,0.007,0.598,0.045
0.251,0.051,0.063,0.006,0.586,0.042
0.23,0.045,0.067,0.007,0.603,0.047
0.28331704,0.06948833,0.125957963,0.014629122,0.427255905,0.07935164
0.427925308,0.059960351,0.072626693,0.008357174,0.375170645,0.055959829
0.327639013,0.076111359,0.086292001,0.009768064,0.441153732,0.059035831
0.279253872,0.074106652,0.10925325,0.011037103,0.441584276,0.084764846
0.237840415,0.059831068,0.081706236,0.009628297,0.549665628,0.061328356
0.297734701,0.086441797,0.13749347,0.014252797,0.380405929,0.083671305
0.393540816,0.094135827,0.122392524,0.018601607,0.307591945,0.063737282
0.182,0.05,0.064,0.011,0.635,0.058
0.176,0.051,0.07,0.011,0.63,0.061
0.152,0.046,0.068,0.016,0.66,0.059
0.204,0.057,0.07,0.012,0.602,0.055
0.181,0.048,0.065,0.012,0.642,0.051
0.194,0.05,0.063,0.009,0.625,0.06
0.18,0.049,0.072,0.009,0.628,0.061
0.177,0.052,0.076,0.009,0.622,0.063
0.2,0.059,0.078,0.011,0.597,0.056
0.169,0.051,0.063,0.014,0.651,0.053
